1	307		184
2	323		432
3	589		431
4	666		428
5	585		341
6	727		251
7	684		368
8	648		507
9	556		535
10	681		571
11	797		562
12	775		473
13	803		431
14	776		358
15	749		300
16	813		260
17	788		292
18	971		143
19	962		177
20	939		213
21	842		317
22	859		400
23	895		400
24	944		405
25	916		426
26	840		461
27	915		500
28	966		516
29	811		578
30	783		581
31	841		273
32	629		290
33	542		329
34	724		624
